arm,task,repeat,run_index,valid,resolved,evaluation_completed,patch_nonempty,completed,exit_code,wall_seconds,evaluation_seconds,repo,difficulty,model,api_provider,upstream_provider,session_id,input_tokens,output_tokens,reasoning_tokens,cache_read_tokens,cache_write_tokens,total_tokens,api_calls,estimated_cost_usd,actual_cost_usd,cost_usd,cost_source,tool_calls,files_changed,diff_lines,run_dir,error,api_wait_seconds,tool_execution_seconds,terminal_execution_seconds,unattributed_wall_seconds,api_duration_mean_seconds,api_duration_p95_seconds,ttft_mean_seconds,timing_event_count,skill_lifecycle_event_count,trace_exported,study_id,study_label,study_date,study_source_path,source_run_path,source_run_id,model_short,treatment_label
caveman_ponytail,pytest-dev__pytest-7571,1,33,True,True,True,True,True,0,88.59242582600564,20.958673011977226,pytest-dev/pytest,15 min - 1 hour,deepseek/deepseek-v4-flash-0731,openrouter,relace,20260921_014038_7dea3c,26904,5493,0,616448,0,648845,30,0.011818208,,0.011818208,hermes_estimate,32,1,7,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/33__v4-flash-0731__caveman_ponytail__pytest-dev__pytest-7571__r1,,66.84707832336426,9.981,9.851,11.76434750264138,2.228235944112142,4.180727159976959,0.7993439356486003,129,1,True,prior_relace,Previous · both models via Relace,2026-09-20,benchmark-results/deepseek-v4-v41-relace-20260920-185646,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/33__v4-flash-0731__caveman_ponytail__pytest-dev__pytest-7571__r1,33__v4-flash-0731__caveman_ponytail__pytest-dev__pytest-7571__r1,V4,Caveman + Ponytail
baseline,django__django-15731,1,34,True,True,True,True,True,0,284.7571860628668,22.02240998391062,django/django,15 min - 1 hour,deepseek/deepseek-v4.1-flash-20260910,openrouter,relace,20260921_014245_90e6ca,32892,11693,0,1166336,0,1210921,54,0.030897216000000005,,0.030897216000000005,hermes_estimate,57,1,2,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/34__v4-1-flash__baseline__django__django-15731__r1,,257.05606293678284,15.673,14.981,12.028123126083985,4.760297461792275,12.215160071849812,1.5272966888215807,226,0,True,prior_relace,Previous · both models via Relace,2026-09-20,benchmark-results/deepseek-v4-v41-relace-20260920-185646,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/34__v4-1-flash__baseline__django__django-15731__r1,34__v4-1-flash__baseline__django__django-15731__r1,V4.1,Baseline
caveman_ponytail,pytest-dev__pytest-7571,1,35,False,False,False,False,False,124,1800.0973992007785,0.0,pytest-dev/pytest,15 min - 1 hour,deepseek/deepseek-v4.1-flash-20260910,openrouter,relace,20260921_014809_2f6fd8,0,0,0,0,0,0,0,,,,unavailable,,0,0,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/35__v4-1-flash__caveman_ponytail__pytest-dev__pytest-7571__r1,Hermes timeout,1748.7292714118958,31.043,30.459,20.325127788882703,8.28781645218908,21.264464020729065,3.065011560069441,852,1,True,prior_relace,Previous · both models via Relace,2026-09-20,benchmark-results/deepseek-v4-v41-relace-20260920-185646,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/35__v4-1-flash__caveman_ponytail__pytest-dev__pytest-7571__r1,35__v4-1-flash__caveman_ponytail__pytest-dev__pytest-7571__r1,V4.1,Caveman + Ponytail
caveman,django__django-15731,1,36,True,True,True,True,True,0,156.09281998197548,21.705637770006433,django/django,15 min - 1 hour,deepseek/deepseek-v4-flash-0731,openrouter,relace,20260921_021828_011aa6,48937,5830,0,583680,0,638447,31,0.012229160000000001,,0.012229160000000001,hermes_estimate,32,1,4,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/36__v4-flash-0731__caveman__django__django-15731__r1,,134.63815593719482,9.192,9.057,12.262664044780657,4.343166320554672,8.608999848365784,1.3560319869749007,131,1,True,prior_relace,Previous · both models via Relace,2026-09-20,benchmark-results/deepseek-v4-v41-relace-20260920-185646,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/36__v4-flash-0731__caveman__django__django-15731__r1,36__v4-flash-0731__caveman__django__django-15731__r1,V4,Caveman
ponytail,django__django-13516,1,37,True,True,True,True,True,0,336.26155512593687,22.38520936993882,django/django,15 min - 1 hour,deepseek/deepseek-v4.1-flash-20260910,openrouter,relace,20260921_022144_9ea12b,34548,9225,0,1369856,0,1413629,57,0.029653536000000005,,0.029653536000000005,hermes_estimate,59,1,3,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/37__v4-1-flash__ponytail__django__django-13516__r1,,242.99454855918884,79.44800000000001,78.133,13.819006566748016,4.263062255424366,7.755847978591913,2.3469190932156745,236,0,True,prior_relace,Previous · both models via Relace,2026-09-20,benchmark-results/deepseek-v4-v41-relace-20260920-185646,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/37__v4-1-flash__ponytail__django__django-13516__r1,37__v4-1-flash__ponytail__django__django-13516__r1,V4.1,Ponytail
baseline,django__django-7530,1,38,False,False,False,False,False,124,1800.1048153010197,0.0,django/django,15 min - 1 hour,deepseek/deepseek-v4.1-flash-20260910,openrouter,relace,20260921_022759_8157b6,0,0,0,0,0,0,0,,,,unavailable,,0,0,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/38__v4-1-flash__baseline__django__django-7530__r1,Hermes timeout,1754.4673917293549,33.04,28.803,12.59742357166484,9.747041065163083,35.37249729633329,3.443854174349043,743,0,True,prior_relace,Previous · both models via Relace,2026-09-20,benchmark-results/deepseek-v4-v41-relace-20260920-185646,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/38__v4-1-flash__baseline__django__django-7530__r1,38__v4-1-flash__baseline__django__django-7530__r1,V4.1,Baseline
caveman_ponytail,django__django-15731,1,39,True,True,True,True,True,0,255.34895451716147,21.951986857922748,django/django,15 min - 1 hour,deepseek/deepseek-v4.1-flash-20260910,openrouter,relace,20260921_025817_dae890,52634,5362,0,1033472,0,1091468,45,0.028425432000000004,,0.028425432000000004,hermes_estimate,52,1,4,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/39__v4-1-flash__caveman_ponytail__django__django-15731__r1,,230.55285787582397,12.592,11.812999999999999,12.204096641337498,5.123396841684977,12.399680519104002,2.021634128358629,203,1,True,prior_relace,Previous · both models via Relace,2026-09-20,benchmark-results/deepseek-v4-v41-relace-20260920-185646,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/39__v4-1-flash__caveman_ponytail__django__django-15731__r1,39__v4-1-flash__caveman_ponytail__django__django-15731__r1,V4.1,Caveman + Ponytail
ponytail,pytest-dev__pytest-7571,1,40,True,True,True,True,True,0,234.85022258618847,20.85150217404589,pytest-dev/pytest,15 min - 1 hour,deepseek/deepseek-v4-flash-0731,openrouter,relace,20260921_030311_48a916,86768,7450,0,964352,0,1058570,37,0.020092351999999997,,0.020092351999999997,hermes_estimate,36,1,8,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/40__v4-flash-0731__ponytail__pytest-dev__pytest-7571__r1,,209.83164238929749,12.919,12.807,12.09958019689098,5.671125469981013,10.234469747543333,1.5442984748531032,150,0,True,prior_relace,Previous · both models via Relace,2026-09-20,benchmark-results/deepseek-v4-v41-relace-20260920-185646,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/40__v4-flash-0731__ponytail__pytest-dev__pytest-7571__r1,40__v4-flash-0731__ponytail__pytest-dev__pytest-7571__r1,V4,Ponytail
caveman_ponytail,django__django-13516,1,1,True,True,True,True,True,0,259.0811538549606,22.86618356104009,django/django,15 min - 1 hour,deepseek/deepseek-v4.1-flash-20260910,openrouter,deepseek,20260921_161927_631a05,37113,5564,0,1311744,0,1354421,48,0.012840582,,0.012840582,hermes_estimate,52,1,1,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/01__v4-1-flash__caveman_ponytail__django__django-13516__r1,,87.36269283294678,159.154,82.757,12.564461022013802,1.8200561006863911,2.221692168712616,1.4769954482714336,206,1,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/01__v4-1-flash__caveman_ponytail__django__django-13516__r1,01__v4-1-flash__caveman_ponytail__django__django-13516__r1,V4.1,Caveman + Ponytail
ponytail,django__django-7530,1,2,True,True,True,True,True,0,105.32862755306996,22.992265993030742,django/django,15 min - 1 hour,deepseek/deepseek-v4-flash-0731,openrouter,relace,20260921_162405_9093a0,58741,4717,0,448000,0,511458,25,0.010272360000000001,,0.010272360000000001,hermes_estimate,26,1,2,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/02__v4-flash-0731__ponytail__django__django-7530__r1,,92.08192825317383,0.824,0.669,12.422699299896136,3.683277130126953,9.468684101104731,1.4861362075805664,106,0,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/02__v4-flash-0731__ponytail__django__django-7530__r1,02__v4-flash-0731__ponytail__django__django-7530__r1,V4,Ponytail
caveman,django__django-16662,1,3,True,True,True,True,True,0,95.54077144199982,22.109084805939347,django/django,15 min - 1 hour,deepseek/deepseek-v4.1-flash-20260910,openrouter,deepseek,20260921_162608_23b4e8,31405,6326,0,900608,0,938339,38,0.011208174000000001,,0.011208174000000001,hermes_estimate,39,1,5,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/03__v4-1-flash__caveman__django__django-16662__r1,,71.77960348129272,12.035,11.848,11.726167960707098,1.8889369337182296,2.5857046008110047,1.3839079455325478,159,1,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/03__v4-1-flash__caveman__django__django-16662__r1,03__v4-1-flash__caveman__django__django-16662__r1,V4.1,Caveman
caveman_ponytail,django__django-16662,1,4,True,True,True,True,True,0,68.22053392091766,22.16699841991067,django/django,15 min - 1 hour,deepseek/deepseek-v4.1-flash-20260910,openrouter,deepseek,20260921_162802_6eda17,26382,4329,0,577792,0,608503,27,0.008288076,,0.008288076,hermes_estimate,29,1,6,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/04__v4-1-flash__caveman_ponytail__django__django-16662__r1,,50.32410430908203,5.978,5.701,11.918429611835629,1.8638557151511863,2.78419930934906,1.3556439611646864,117,1,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/04__v4-1-flash__caveman_ponytail__django__django-16662__r1,04__v4-1-flash__caveman_ponytail__django__django-16662__r1,V4.1,Caveman + Ponytail
caveman_ponytail,django__django-13516,1,5,False,True,True,True,True,0,127.97210260294378,22.622571548912674,django/django,15 min - 1 hour,deepseek/deepseek-v4-flash-0731,openrouter,relace,20260921_162929_231fff,26907,8620,2,740096,0,775623,33,0.014297016,,0.014297016,hermes_estimate,35,1,4,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/05__v4-flash-0731__caveman_ponytail__django__django-13516__r1,reasoning was requested off but 2 reasoning tokens were reported,114.3951301574707,1.709,1.428,11.867972445473075,3.46651909568093,7.153838586807249,1.0702812310421106,141,1,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/05__v4-flash-0731__caveman_ponytail__django__django-13516__r1,05__v4-flash-0731__caveman_ponytail__django__django-13516__r1,V4,Caveman + Ponytail
caveman_ponytail,django__django-16662,1,6,True,True,True,True,True,0,103.44728074595332,22.00732224388048,django/django,15 min - 1 hour,deepseek/deepseek-v4-flash-0731,openrouter,relace,20260921_163157_1613a6,12893,4828,0,600576,0,618297,30,0.010897416000000002,,0.010897416000000002,hermes_estimate,32,1,3,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/06__v4-flash-0731__caveman_ponytail__django__django-16662__r1,,88.59283900260925,2.559,2.305,12.295441743344067,2.9530946334203083,6.848947358131406,1.2412110487620036,129,1,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/06__v4-flash-0731__caveman_ponytail__django__django-16662__r1,06__v4-flash-0731__caveman_ponytail__django__django-16662__r1,V4,Caveman + Ponytail
caveman,pytest-dev__pytest-7571,1,7,True,True,True,True,True,0,660.0564741929993,21.698931455845013,pytest-dev/pytest,15 min - 1 hour,deepseek/deepseek-v4.1-flash-20260910,openrouter,deepseek,20260921_163356_64bae0,61801,18067,0,4653184,0,4733052,112,0.03406990199999999,,0.03406990199999999,hermes_estimate,118,3,32,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/07__v4-1-flash__caveman__pytest-dev__pytest-7571__r1,,223.48002076148987,423.286,315.673,13.290453431509434,1.995357328227588,2.646037364006042,1.5449214386088508,467,1,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/07__v4-1-flash__caveman__pytest-dev__pytest-7571__r1,07__v4-1-flash__caveman__pytest-dev__pytest-7571__r1,V4.1,Caveman
caveman,django__django-15731,1,8,True,True,True,True,True,0,204.51190979988314,22.803654921939597,django/django,15 min - 1 hour,deepseek/deepseek-v4.1-flash-20260910,openrouter,deepseek,20260921_164517_3d086a,40370,20164,0,2342016,0,2402550,73,0.025179947999999997,,0.025179947999999997,hermes_estimate,75,1,11,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/08__v4-1-flash__caveman__django__django-15731__r1,,166.7969012260437,24.534,24.31,13.181008573839442,2.2848890578910095,3.8791900157928465,1.4638212968225348,301,1,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/08__v4-1-flash__caveman__django__django-15731__r1,08__v4-1-flash__caveman__django__django-15731__r1,V4.1,Caveman
ponytail,django__django-16662,1,9,True,True,True,True,True,0,105.37500512297265,22.216879262123257,django/django,15 min - 1 hour,deepseek/deepseek-v4-flash-0731,openrouter,relace,20260921_164904_e5605a,21898,4339,0,485888,0,512125,29,0.009344368000000004,,0.009344368000000004,hermes_estimate,28,1,5,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/09__v4-flash-0731__ponytail__django__django-16662__r1,,84.42471671104431,6.439,6.434,14.51128841192834,2.9111971279670454,5.849862241744995,0.9334191453867945,118,0,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/09__v4-flash-0731__ponytail__django__django-16662__r1,09__v4-flash-0731__ponytail__django__django-16662__r1,V4,Ponytail
ponytail,django__django-7530,1,10,True,True,True,True,True,0,838.804990360979,22.90513214794919,django/django,15 min - 1 hour,deepseek/deepseek-v4.1-flash-20260910,openrouter,deepseek,20260921_165108_d7f648,118187,65316,0,25928832,0,26112335,317,0.134704146,,0.134704146,hermes_estimate,325,1,2,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/10__v4-1-flash__ponytail__django__django-7530__r1,,739.674640417099,79.329,77.56,19.80134994388,2.333358487120186,3.715515518188476,1.7535087219924206,1288,0,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/10__v4-1-flash__ponytail__django__django-7530__r1,10__v4-1-flash__ponytail__django__django-7530__r1,V4.1,Ponytail
ponytail,django__django-16662,1,11,True,True,True,True,True,0,57.87481040786952,22.280778891174123,django/django,15 min - 1 hour,deepseek/deepseek-v4.1-flash-20260910,openrouter,deepseek,20260921_170525_ab2b76,19684,2928,0,355968,0,378580,22,0.0057773040000000005,,0.0057773040000000005,hermes_estimate,22,1,3,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/11__v4-1-flash__ponytail__django__django-16662__r1,,39.89053988456726,5.687,5.56,12.297270523302256,1.813206358389421,2.64805748462677,1.4091551954096013,92,0,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/11__v4-1-flash__ponytail__django__django-16662__r1,11__v4-1-flash__ponytail__django__django-16662__r1,V4.1,Ponytail
baseline,pytest-dev__pytest-7571,1,12,True,True,True,True,True,0,154.86082467995584,21.69575187913142,pytest-dev/pytest,15 min - 1 hour,deepseek/deepseek-v4.1-flash-20260910,openrouter,deepseek,20260921_170640_1cb972,32534,8189,0,1263488,0,1304211,51,0.013583964000000004,,0.013583964000000004,hermes_estimate,57,3,24,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/12__v4-1-flash__baseline__pytest-dev__pytest-7571__r1,,97.13054466247559,44.577999999999996,44.233999999999995,13.152280017480258,1.9045204835779526,2.716880440711975,1.4051361457974303,219,0,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/12__v4-1-flash__baseline__pytest-dev__pytest-7571__r1,12__v4-1-flash__baseline__pytest-dev__pytest-7571__r1,V4.1,Baseline
caveman_ponytail,django__django-7530,1,13,True,True,True,True,True,0,1100.9275736180134,23.39245383394882,django/django,15 min - 1 hour,deepseek/deepseek-v4.1-flash-20260910,openrouter,deepseek,20260921_170935_9f88dd,205551,82023,0,40145792,0,40433366,397,0.20048382600000006,,0.20048382600000006,hermes_estimate,401,2,8,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/13__v4-1-flash__caveman_ponytail__django__django-7530__r1,,976.1258647441864,102.322,96.009,22.479708873827008,2.4587553268115525,3.5220306396484373,1.867996126938827,1615,1,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/13__v4-1-flash__caveman_ponytail__django__django-7530__r1,13__v4-1-flash__caveman_ponytail__django__django-7530__r1,V4.1,Caveman + Ponytail
caveman_ponytail,pytest-dev__pytest-7571,1,14,True,True,True,True,True,0,303.72133443993516,21.516425830079243,pytest-dev/pytest,15 min - 1 hour,deepseek/deepseek-v4.1-flash-20260910,openrouter,deepseek,20260921_172812_997152,54618,19812,0,5022592,0,5097022,125,0.035147675999999996,,0.035147675999999996,hermes_estimate,125,2,14,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/14__v4-1-flash__caveman_ponytail__pytest-dev__pytest-7571__r1,,246.96802520751953,42.942,42.716,13.811309232415631,1.9757442016601563,2.734222364425659,1.4818314418792724,505,1,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/14__v4-1-flash__caveman_ponytail__pytest-dev__pytest-7571__r1,14__v4-1-flash__caveman_ponytail__pytest-dev__pytest-7571__r1,V4.1,Caveman + Ponytail
ponytail,django__django-13516,1,15,True,True,True,True,True,0,388.3698908011429,22.72252892307006,django/django,15 min - 1 hour,deepseek/deepseek-v4.1-flash-20260910,openrouter,deepseek,20260921_173335_70a840,32343,6191,0,1138816,0,1177350,49,0.011982498000000006,,0.011982498000000006,hermes_estimate,54,1,4,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/15__v4-1-flash__ponytail__django__django-13516__r1,,85.9234721660614,289.584,282.884,12.862418635081497,1.7535402482869673,2.4230011940002414,1.3809572725879902,226,0,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/15__v4-1-flash__ponytail__django__django-13516__r1,15__v4-1-flash__ponytail__django__django-13516__r1,V4.1,Ponytail
caveman,django__django-13516,1,16,True,True,True,True,True,0,213.15923712891527,22.760877856053412,django/django,15 min - 1 hour,deepseek/deepseek-v4.1-flash-20260910,openrouter,deepseek,20260921_174025_cadd9e,29370,5395,0,968704,0,1003469,46,0.010548612,,0.010548612,hermes_estimate,46,1,4,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/16__v4-1-flash__caveman__django__django-13516__r1,,80.51783514022827,118.33399999999999,118.30799999999999,14.307401988687005,1.750387720439745,2.758077621459961,1.3907198905944824,189,1,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/16__v4-1-flash__caveman__django__django-13516__r1,16__v4-1-flash__caveman__django__django-13516__r1,V4.1,Caveman
caveman,django__django-16662,1,17,True,True,True,True,True,0,119.52987496508285,22.245569827966392,django/django,15 min - 1 hour,deepseek/deepseek-v4-flash-0731,openrouter,relace,20260921_174417_2ec521,27075,5465,0,690688,0,723228,34,0.013008407999999999,,0.013008407999999999,hermes_estimate,33,1,8,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/17__v4-flash-0731__caveman__django__django-16662__r1,,92.50989079475403,14.377,9.752,12.642984170328825,2.720879141022177,6.368093574047087,1.0229202579049503,139,1,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/17__v4-flash-0731__caveman__django__django-16662__r1,17__v4-flash-0731__caveman__django__django-16662__r1,V4,Caveman
baseline,django__django-7530,1,18,True,True,True,True,True,0,232.40404450101778,22.941269107861444,django/django,15 min - 1 hour,deepseek/deepseek-v4.1-flash-20260910,openrouter,deepseek,20260921_174634_1da216,48537,16880,0,3255424,0,3320841,94,0.027174822,,0.027174822,hermes_estimate,95,1,13,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/18__v4-1-flash__baseline__django__django-7530__r1,,187.16920709609985,31.733999999999998,31.344,13.500837404917927,1.9911617776180834,3.279394543170927,1.4744824652976178,382,0,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/18__v4-1-flash__baseline__django__django-7530__r1,18__v4-1-flash__baseline__django__django-7530__r1,V4.1,Baseline
ponytail,django__django-15731,1,19,True,True,True,True,True,0,68.00369813712314,22.591690544970334,django/django,15 min - 1 hour,deepseek/deepseek-v4.1-flash-20260910,openrouter,deepseek,20260921_175045_ccd293,23109,3581,0,502528,0,529218,27,0.007122534000000001,,0.007122534000000001,hermes_estimate,28,1,5,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/19__v4-1-flash__ponytail__django__django-15731__r1,,46.12326741218567,9.218,9.02,12.662430724937469,1.7082691634142841,2.260854125022888,1.334773893709536,114,0,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/19__v4-1-flash__ponytail__django__django-15731__r1,19__v4-1-flash__ponytail__django__django-15731__r1,V4.1,Ponytail
caveman_ponytail,django__django-15731,1,20,True,True,True,True,True,0,84.22196948295459,22.556274498812854,django/django,15 min - 1 hour,deepseek/deepseek-v4-flash-0731,openrouter,relace,20260921_175211_41c0c0,58529,3615,0,406528,0,468672,24,0.009424008,,0.009424008,hermes_estimate,25,2,11,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/20__v4-flash-0731__caveman_ponytail__django__django-15731__r1,,68.95314407348633,3.122,3.027,12.146825409468264,2.873047669728597,5.515292739868159,1.236963282028834,103,1,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/20__v4-flash-0731__caveman_ponytail__django__django-15731__r1,20__v4-flash-0731__caveman_ponytail__django__django-15731__r1,V4,Caveman + Ponytail
baseline,django__django-15731,1,21,True,True,True,True,True,0,60.03830078896135,22.58992261509411,django/django,15 min - 1 hour,deepseek/deepseek-v4.1-flash-20260910,openrouter,deepseek,20260921_175355_38368b,20379,3447,0,413312,0,437138,25,0.006364985999999999,,0.006364985999999999,hermes_estimate,25,1,4,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/21__v4-1-flash__baseline__django__django-15731__r1,,40.871309757232666,7.011,6.493,12.155991031728686,1.6348523902893066,2.162809371948242,1.2334136867523193,104,0,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/21__v4-1-flash__baseline__django__django-15731__r1,21__v4-1-flash__baseline__django__django-15731__r1,V4.1,Baseline
caveman_ponytail,django__django-15731,1,22,True,False,True,True,True,0,276.2175025169272,22.51177841820754,django/django,15 min - 1 hour,deepseek/deepseek-v4.1-flash-20260910,openrouter,deepseek,20260921_175513_069981,53730,19350,0,4273664,0,4346744,116,0.032490491999999975,,0.032490491999999975,hermes_estimate,116,2,32,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/22__v4-1-flash__caveman_ponytail__django__django-15731__r1,,226.19401454925537,36.254,35.673,13.769487967671829,1.9499484012866843,2.5601598024368286,1.4522749617181976,477,1,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/22__v4-1-flash__caveman_ponytail__django__django-15731__r1,22__v4-1-flash__caveman_ponytail__django__django-15731__r1,V4.1,Caveman + Ponytail
ponytail,django__django-15731,1,23,True,True,True,True,True,0,79.9883772849571,22.78468754910864,django/django,15 min - 1 hour,deepseek/deepseek-v4-flash-0731,openrouter,relace,20260921_180007_130512,25550,4363,0,550912,0,580825,29,0.010534671999999998,,0.010534671999999998,hermes_estimate,28,1,5,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/23__v4-flash-0731__ponytail__django__django-15731__r1,,63.25727295875549,4.691,4.638,12.040104326201604,2.1812852744398445,3.159965848922729,1.0988678027843606,118,0,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/23__v4-flash-0731__ponytail__django__django-15731__r1,23__v4-flash-0731__ponytail__django__django-15731__r1,V4,Ponytail
