arm,task,repeat,run_index,valid,resolved,evaluation_completed,patch_nonempty,completed,exit_code,wall_seconds,evaluation_seconds,repo,difficulty,model,api_provider,upstream_provider,session_id,input_tokens,output_tokens,reasoning_tokens,cache_read_tokens,cache_write_tokens,total_tokens,api_calls,estimated_cost_usd,actual_cost_usd,cost_usd,cost_source,tool_calls,files_changed,diff_lines,run_dir,error,base_arm,budget_warning_ratio,api_wait_seconds,tool_execution_seconds,terminal_execution_seconds,unattributed_wall_seconds,api_duration_mean_seconds,api_duration_p95_seconds,ttft_mean_seconds,timing_event_count,skill_lifecycle_event_count,trace_exported
ponytail__warning_0p05,django__django-13516,1,49,True,True,True,True,True,0,162.04512051213533,22.450552008813247,django/django,15 min - 1 hour,deepseek/deepseek-v4-flash-0731,openrouter,relace,20260923_222029_8a4e21,24684,8098,0,623616,0,656398,33,0.016147935999999998,,0.016147935999999998,hermes_estimate,32,1,4,benchmark-results/deepseek-v4-v41-ponytail-warnings-/runs/49__v4-flash-0731__ponytail__django__django-13516__r1,,ponytail,0.05,148.6564655303955,1.549,1.295,11.83965498173982,4.504741379708955,11.933916473388663,1.073426138270985,134,0,True
baseline__warning_0p05,django__django-7530,1,50,True,True,True,True,True,0,1181.3588408038486,23.704333256930113,django/django,15 min - 1 hour,deepseek/deepseek-v4.1-flash-20260910,openrouter,relace,20260923_222352_240866,82491,37412,0,9574656,0,9694559,184,0.05398026816,,0.05398026816,hermes_estimate,186,1,2,benchmark-results/deepseek-v4-v41-ponytail-warnings-/runs/50__v4-1-flash__baseline__django__django-7530__r1,,baseline,0.05,1097.5055179595947,68.089,65.357,15.764322844253854,5.964703901954319,15.86734534502029,2.516855018294376,744,0,True
baseline__warning_0p1,pytest-dev__pytest-7571,1,51,True,True,True,True,True,0,244.34791626688093,21.923162010032684,pytest-dev/pytest,15 min - 1 hour,deepseek/deepseek-v4-flash-0731,openrouter,relace,20260923_224414_f8431c,43195,11395,0,1568000,0,1622590,47,0.034108599999999996,,0.034108599999999996,hermes_estimate,46,2,10,benchmark-results/deepseek-v4-v41-ponytail-warnings-/runs/51__v4-flash-0731__baseline__pytest-dev__pytest-7571__r1,,baseline,0.1,216.98500084877014,14.692,14.439,12.670915418110788,4.616702145718514,17.25012948513028,1.1885194930624454,190,0,True
ponytail__warning_0p1,django__django-7530,1,52,True,True,True,True,True,0,37.418742505135015,22.6273217771668,django/django,15 min - 1 hour,deepseek/deepseek-v4-flash-0731,openrouter,relace,20260923_224858_2e670d,35228,2328,0,199168,0,236724,13,0.006085728000000001,,0.006085728000000001,hermes_estimate,12,1,2,benchmark-results/deepseek-v4-v41-ponytail-warnings-/runs/52__v4-flash-0731__ponytail__django__django-7530__r1,,ponytail,0.1,24.572099208831787,1.178,1.071,11.668643296303227,1.8901614776024451,3.1403750419616694,0.9877948577587421,54,0,True
baseline__warning_0p1,django__django-16662,1,53,True,True,True,True,True,0,112.36457563284785,22.635634570149705,django/django,15 min - 1 hour,deepseek/deepseek-v4.1-flash-20260910,openrouter,relace,20260923_225016_3e1f38,27780,3804,0,661248,0,692832,34,0.006611297279999998,,0.006611297279999998,hermes_estimate,34,1,5,benchmark-results/deepseek-v4-v41-ponytail-warnings-/runs/53__v4-1-flash__baseline__django__django-16662__r1,,baseline,0.1,93.84274673461914,6.3950000000000005,5.574,12.126828898228705,2.7600807863123276,5.717639613151548,1.521528587621801,140,0,True
ponytail__warning_0p05,django__django-7530,1,54,True,True,True,True,True,0,84.07219571899623,22.653363197110593,django/django,15 min - 1 hour,deepseek/deepseek-v4-flash-0731,openrouter,relace,20260923_225249_0e4fef,7473,4837,0,477184,0,489494,28,0.011029544,,0.011029544,hermes_estimate,27,1,6,benchmark-results/deepseek-v4-v41-ponytail-warnings-/runs/54__v4-flash-0731__ponytail__django__django-7530__r1,,ponytail,0.05,70.82021188735962,1.214,1.181,12.037983831636607,2.529293281691415,5.543941223621367,0.9445331862994603,114,0,True
ponytail__warning_0p05,pytest-dev__pytest-7571,1,55,True,True,True,True,True,0,165.79698393004946,21.356554962927476,pytest-dev/pytest,15 min - 1 hour,deepseek/deepseek-v4-flash-0731,openrouter,relace,20260923_225454_302117,24964,5828,0,624896,0,655688,32,0.014726816,,0.014726816,hermes_estimate,32,1,8,benchmark-results/deepseek-v4-v41-ponytail-warnings-/runs/55__v4-flash-0731__ponytail__pytest-dev__pytest-7571__r1,,ponytail,0.05,147.25145411491394,5.7379999999999995,5.6,12.807529815135524,4.601607941091061,8.761121249198915,1.8020742386579514,132,0,True
ponytail__warning_0p1,django__django-16662,1,56,True,True,True,True,True,0,74.8693765248172,21.79887133720331,django/django,15 min - 1 hour,deepseek/deepseek-v4-flash-0731,openrouter,relace,20260923_225818_6d04a5,25000,4619,0,453120,0,482739,24,0.011206079999999997,,0.011206079999999997,hermes_estimate,24,1,3,benchmark-results/deepseek-v4-v41-ponytail-warnings-/runs/56__v4-flash-0731__ponytail__django__django-16662__r1,,ponytail,0.1,54.54376983642578,8.542,8.258000000000001,11.783606688391417,2.2726570765177407,4.033308649063109,1.0894422034422557,100,0,True
baseline__warning_0p1,pytest-dev__pytest-7571,1,57,True,True,True,True,True,0,222.35645638708957,21.347991219023243,pytest-dev/pytest,15 min - 1 hour,deepseek/deepseek-v4.1-flash-20260910,openrouter,relace,20260923_230011_2b3f76,58300,7541,0,1944064,0,2009905,58,0.015595431040000003,,0.015595431040000003,hermes_estimate,61,2,4,benchmark-results/deepseek-v4-v41-ponytail-warnings-/runs/57__v4-1-flash__baseline__pytest-dev__pytest-7571__r1,,baseline,0.1,160.07737469673157,49.851,49.57,12.428081690357999,2.759954736150544,4.752131700515747,1.7720309125966038,242,0,True
baseline__warning_0p05,pytest-dev__pytest-7571,1,58,True,True,True,True,True,0,284.556732383091,21.78941551898606,pytest-dev/pytest,15 min - 1 hour,deepseek/deepseek-v4.1-flash-20260910,openrouter,relace,20260923_230432_f89e55,22351,8749,0,1397248,0,1428348,58,0.010137729279999997,,0.010137729279999997,hermes_estimate,60,1,5,benchmark-results/deepseek-v4-v41-ponytail-warnings-/runs/58__v4-1-flash__baseline__pytest-dev__pytest-7571__r1,,baseline,0.05,144.84384298324585,126.475,108.943,13.237889399845159,2.49730763764217,4.346439599990844,1.591522923831282,240,0,True
baseline__warning_0p1,django__django-13516,1,59,True,True,True,True,True,0,142.22286781505682,23.194539432181045,django/django,15 min - 1 hour,deepseek/deepseek-v4.1-flash-20260910,openrouter,relace,20260923_231002_86f4bb,32462,6548,0,994560,0,1033570,44,0.0091775936,,0.0091775936,hermes_estimate,45,1,3,benchmark-results/deepseek-v4-v41-ponytail-warnings-/runs/59__v4-1-flash__baseline__django__django-13516__r1,,baseline,0.1,107.73574590682983,21.805,21.587,12.682121908226982,2.448539679700678,4.472417771816254,1.4689303094690496,182,0,True
baseline__warning_0p05,pytest-dev__pytest-7571,1,60,False,True,True,True,True,0,162.3335169570055,21.856635224074125,pytest-dev/pytest,15 min - 1 hour,deepseek/deepseek-v4-flash-0731,openrouter,relace,20260923_231305_72e7d0,39939,10372,2,1145856,0,1196167,37,0.026569336,,0.026569336,hermes_estimate,36,2,6,benchmark-results/deepseek-v4-v41-ponytail-warnings-/runs/60__v4-flash-0731__baseline__pytest-dev__pytest-7571__r1,reasoning was requested off but 2 reasoning tokens were reported,baseline,0.05,138.26834321022034,11.671,11.629999999999999,12.39417374678515,3.736982248924874,9.051281261444085,1.117196257049973,150,0,True
